te,max
4232,29.4
4233,29.9
4234,30.4
4235,30.7
4236,30.6
4237,30.9
4238,30.6
4239,30.6
4240,30.8
4241,30.6
4242,29.6
4243,29.5
4244,29.5
4245,29.6
4246,29.5
4247,29.6
4248,29.4
4249,30.2
4250,30.2
4251,28.9
4252,28.7
4253,28.6
4254,28.9
4255,30
4256,29.9
4257,29.7
4258,29.4
4259,29.8
4260,29.9
4261,29.9
4262,29.1
4263,29.1
4264,29.5
4265,29.8
4266,29.4
4267,29.9
4268,29.9
4269,30.1
4270,29.2
4271,29.7
4272,29.2
4273,28.1
4274,28.9
4275,28.4
4276,28.6
4277,28.5
4278,28.4
4279,28.5
4280,29.1
4281,29.6
4282,29.5
4283,30.3
4284,29.9
4285,29.8
4286,29.4
4287,29.1
4288,29.4
4289,27.2
4290,27.5
4291,28.6
4292,28.6
4293,28.6
4294,28.9
4295,28.6
4296,28.5
4297,29.3
4298,29.6
4299,29.4
4300,28.9
4301,28.1
4302,27.6
4303,29.9
4304,30.3
4305,29.6
4306,29.1
4307,28.9
4308,28.6
4309,27.1
4310,28.5
4311,29.3
4312,30.3
4313,28.3
4314,24.5
4315,25.4
4316,26.4
4317,27.9
4318,28.3
4319,28.1
4320,27.9
4321,26.8
4322,27.1
4323,25.4
4324,27.4
4325,27.7
4326,28.1
4327,28.9
4328,29.1
4329,28.6
4330,28.6
4331,28.6
4332,29.4
4333,29.8
4334,29.1
4335,27.5
4336,27.7
4337,27.7
4338,28.4
4339,29.2
4340,28.1
4341,28.9
4342,28.3
4343,28.4
4344,27
4345,27.6
4346,28.4
4347,28.9
4348,27.9
4349,25.8
4350,27.6
4351,28.3
4352,27.3
4353,28.8
4354,27.6
4355,24.5
4356,24.7
4357,25.2
4358,25.3
4359,25.9
4360,26
4361,26.3
4362,26.6
4363,25.5
4364,23.7
4365,24
4366,25.5
4367,25.8
4368,26.4
4369,26
4370,24.1
4371,25
4372,25.1
4373,27.6
4374,26.9
4375,26.9
4376,27.4
4377,26.9
4378,27.4
4379,25.9
4380,25.4
4381,26.3
4382,26
4383,26.6
4384,26
4385,25.3
4386,23.5
4387,23.4
4388,23.4
4389,23.9
4390,22.9
4391,22.6
4392,22.7
4393,21.5
4394,23.5
4395,23.7
4396,22.1
4397,21.2
4398,23.5
4399,22.1
4400,24.9
4401,24.3
4402,23.6
4403,24.5
4404,25.7
4405,24.3
4406,24.9
4407,24.4
4408,25
4409,23.6
4410,20.9
4411,20.2
4412,22.5
4413,25
4414,26.8
4415,26.8
4416,28
4417,26.8
4418,24.2
4419,25
4420,26.6
4421,26.2
4422,23.3
4423,22.9
4424,21.9
4425,24.9
4426,26.4
4427,25.6
4428,26.5
4429,28
4430,28.5
4431,28.6
4432,28.3
4433,29.2
4434,29.9
4435,29
4436,30.4
4437,29.2
4438,28
4439,27.7
4440,27.7
4441,26.7
4442,26.6
4443,27.1
4444,27.1
4445,25.8
4446,26.9
4447,28.1
4448,29.3
4449,29.4
4450,27.9
4451,24.6
4452,18.8
4453,17.9
4454,22.8
4455,25.2
4456,27.9
4457,29.5
4458,29.5
4459,28.9
4460,27
4461,27.6
4462,27.3
4463,25.9
4464,24.8
4465,25.6
4466,29
4467,28.9
4468,28.9
4469,28.8
4470,29.5
4471,30.6
4472,30.8
4473,29.8
4474,29.9
4475,30.2
4476,28.2
4477,29.5
4478,28.8
4479,31.1
4480,32.9
4481,31.8
4482,32
4483,31.6
4484,31.5
4485,31.8
4486,31.8
4487,32.2
4488,32.1
4489,30.7
4490,30.7
4491,30
4492,31.1
4493,30.9
4494,30
4495,29.1
4496,28.9
4497,27.9
4498,29.8
4499,29.8
4500,30.6
4501,30.6
4502,32.2
4503,32.1
4504,31
4505,31.4
4506,31.9
4507,32.9
4508,33.1
4509,33.2
4510,32.4
4511,33.8
4512,33.6
4513,31.7
4514,31.8
4515,31.7
4516,31
4517,31.3
4518,31.4
4519,30.7
4520,30.7
4521,31.1
4522,32.1
4523,32.5
4524,33
4525,33.1
4526,34.1
4527,34.1
4528,34.7
4529,34.5
4530,33.7
4531,32
4532,32
4533,32.2
4534,32.5
4535,33.1
4536,32.4
4537,30.6
4538,31
4539,31.5
4540,31.2
4541,29.9
4542,30.4
4543,30.6
4544,30.6
4545,30.9
4546,30.2
4547,29.5
4548,29.1
4549,29.9
4550,29.9
4551,29.3
4552,30
4553,30.5
4554,30.3
4555,28.1
4556,28.2
4557,28.2
4558,28.9
4559,30.2
4560,30.3
4561,28.8
4562,28.2
4563,27.5
4564,30
4565,29.9
4566,29.8
4567,29.7
4568,28.5
4569,28.6
4570,27.7
4571,28.5
4572,28
4573,30.1
4574,30.1
4575,28.8
4576,28.5
4577,28.7
4578,27.2
4579,27.7
4580,28.4
4581,28.2
4582,29.8
4583,28.6
4584,28.9
4585,28.9
4586,27.4
4587,28.1
4588,27
4589,27.2
4590,29.3
4591,29.7
4592,29.9
4593,27.6
4594,27.5
4595,26.8
4596,28.5
4597,28.1
4598,29
4599,29.3
4600,29.9
4601,30.3
4602,25.5
4603,24.7
4604,25.8
4605,26.4
4606,27.8
4607,28.1
4608,28.5
4609,30.1
4610,29.9
4611,28.5
4612,27.9
4613,26.3
4614,27
4615,27.9
4616,26.7
4617,26.8
4618,26.4
4619,26.7
4620,26.3
4621,26.2
4622,27.2
4623,28
4624,28.3
4625,28.1
4626,28.5
4627,29
4628,28.7
4629,28.2
4630,26.3
4631,24.9
4632,24.6
4633,26.2
4634,28.2
4635,28.9
4636,29.4
4637,28.6
4638,27.5
4639,28.6
4640,29.3
4641,30
4642,29.4
4643,28.2
4644,27.4
4645,27.4
4646,28.8
4647,29.2
4648,28.4
4649,28.2
4650,27.7
4651,26.3
4652,25.9
4653,28.1
4654,27.2
4655,27.3
4656,27
4657,26.5
4658,26.9
4659,27.9
4660,28.4
4661,28.8
4662,29.2
4663,29.2
4664,29.7
4665,26.2
4666,25.3
4667,26.6
4668,27.5
4669,28.1
4670,28.1
4671,29
4672,28.9
4673,28.6
4674,28.4
4675,29
4676,29.2
4677,27.7
4678,24.2
4679,22.8
4680,24.6
4681,27.4
4682,27.9
4683,27.3
4684,26.3
4685,24.8
4686,26.7
4687,26.7
4688,27.1
4689,27.5
4690,28.5
4691,28
4692,26.7
4693,25
4694,25.5
4695,27.4
4696,25.6
4697,22.4
4698,21.4
4699,21.2
4700,21.3
4701,20.2
4702,21.3
4703,23.7
4704,23.9
4705,25.2
4706,25.2
4707,24.9
4708,20
4709,23.8
4710,25.7
4711,25.6
4712,25.1
4713,24.9
4714,22.4
4715,24.2
4716,25.8
4717,26.6
4718,25.9
4719,26.2
4720,25.8
4721,25.8
4722,24.4
4723,23.8
4724,24.5
4725,25.5
4726,26
4727,22.5
4728,23
4729,23.7
4730,25.7
4731,26.5
4732,26.7
4733,26.8
4734,25.5
4735,27
4736,25.9
4737,24.1
4738,23.8
4739,25.5
4740,25.4
4741,26.3
4742,25.4
4743,25.5
4744,25.2
4745,25.4
4746,25.2
4747,25.4
4748,24.9
4749,25.1
4750,24.9
4751,25.2
4752,28.4
4753,28.6
4754,28.9
4755,28.3
4756,22.8
4757,21.5
4758,23.7
4759,25
4760,26.1
4761,26.5
4762,26
4763,25.1
4764,25.9
4765,25.7
4766,25.4
4767,23.7
4768,24.4
4769,24.9
4770,24.3
4771,24.4
4772,27.1
4773,27.2
4774,26.4
4775,26.6
4776,27
4777,26.2
4778,24.2
4779,24.3
4780,24.4
4781,25.4
4782,25.3
4783,25.4
4784,24.7
4785,24.6
4786,28.1
4787,27.5
4788,29.1
4789,28.5
4790,28.6
4791,28
4792,27.7
4793,28.7
4794,27.3
4795,25.6
4796,23.5
4797,25.4
4798,25.9
4799,23.8
4800,25.4
4801,25.6
4802,27.7
4803,28.4
4804,28
4805,26.7
4806,26.9
4807,29.7
4808,30.2
4809,30.3
4810,28.6
4811,26.2
4812,27.1
4813,28.3
4814,28.3
4815,28.9
4816,28.1
4817,27.4
4818,27.8
4819,26.6
4820,23.5
4821,25.6
4822,25.7
4823,26.6
4824,27.5
4825,27.8
4826,28.9
4827,29.3
4828,28.8
4829,30.3
4830,30.6
4831,30.4
4832,30.9
4833,31.3
4834,31.6
4835,30.2
4836,30.7
4837,30.2
4838,29.6
4839,29.9
4840,28.3
4841,27.8
4842,29.7
4843,30.4
4844,31.1
4845,31.2
4846,30.8
4847,31.9
4848,32.5
4849,31.7
4850,29.6
4851,29.4
4852,29.8
4853,28.7
4854,29.5
4855,29.6
4856,29.8
4857,29.3
4858,28.9
4859,29.9
4860,30.8
4861,30.6
4862,29.3
4863,30.6
4864,30.8
4865,30.7
4866,31.6
4867,31.2
4868,30.5
4869,31.2
4870,32.1
4871,32.7
4872,32.9
4873,31.3
4874,30.3
4875,30.3
4876,29.6
4877,31
4878,31.1
4879,31.2
4880,32.6
4881,32.6
4882,31.1
4883,31.1
4884,32.8
4885,34
4886,34.3
4887,34
4888,33.6
4889,34
4890,33.9
4891,34.6
4892,34.3
4893,33.9
4894,33.9
4895,33.8
4896,34.5
4897,33.7
4898,32.1
4899,30.2
4900,30.3
4901,29.9
4902,32
4903,31.4
4904,32.1
4905,32.9
4906,32.7
4907,32.1
4908,30.8
4909,31
4910,30.6
4911,29.8
4912,31.6
4913,31.6
4914,31.6
4915,31.7
4916,32.4
4917,32.7
4918,33.2
4919,32.3
4920,31.1
4921,31
4922,31.4
4923,32.8
4924,32.5
4925,30.6
4926,27.5
4927,26.5
4928,27.3
4929,28.3
4930,28.2
4931,27.1
4932,26.7
4933,27.8
4934,28.2
4935,29.6
4936,29.6
4937,28.9
4938,27
4939,24.7
4940,26.6
4941,26
4942,26.4
4943,26.9
4944,27.6
4945,28.7
4946,29.3
4947,29.5
4948,28.3
4949,28
4950,27.6
4951,27.6
4952,28.4
4953,28.4
4954,27.4
4955,27.8
4956,27.7
4957,26.9
4958,28.1
4959,28.2
4960,28.3
4961,31.2
4962,30.4
4963,30
4964,30.7
4965,30.4
4966,28.3
4967,28.4
4968,30.6
4969,30.5
4970,29.9
4971,28.4
4972,27.7
4973,28.1
4974,28.7
4975,30.1
4976,30.2
4977,29.9
4978,28.8
4979,29.1
4980,29.2
4981,29.8
4982,30
4983,29.5
4984,29.1
4985,29.3
4986,29.5
4987,29.3
4988,28.6
4989,28
4990,26.6
4991,23.1
4992,22.7
4993,24.6
4994,25
4995,25.3
4996,25.7
4997,24.9
4998,23.4
4999,24.7
5000,26.1
5001,26.5
5002,26.4
5003,26.2
5004,27
5005,27.9
5006,29.4
5007,29.3
5008,29.3
5009,29
5010,29.2
5011,29.7
5012,29.9
5013,29
5014,28
5015,28
5016,26.7
5017,26
5018,27
5019,26.8
5020,26.5
5021,25.9
5022,26.1
5023,26
5024,26.5
5025,26.8
5026,25.6
5027,26.1
5028,27.8
5029,27.8
5030,27
5031,27.6
5032,26.9
5033,25.5
5034,25.3
5035,26
5036,25.5
5037,25.6
5038,25.7
5039,26.4
5040,27.6
5041,28.3
5042,29.1
5043,29.4
5044,29.3
5045,27.8
5046,26.4
5047,24.7
5048,26.4
5049,26.4
5050,26.5
5051,27.6
5052,27.1
5053,27.1
5054,26.9
5055,28.8
5056,29.6
5057,28.7
5058,28.7
5059,30
5060,30.2
5061,29.5
5062,27.9
5063,27.2
5064,26.4
5065,26.3
5066,26.8
5067,26.7
5068,27.7
5069,28.1
5070,28
5071,27.5
5072,27.2
5073,27.4
5074,27.1
5075,23.9
5076,23.4
5077,24.7
5078,24.7
5079,25.7
5080,25.3
5081,26
5082,26.6
5083,26
5084,25.4
5085,24
5086,23.9
5087,26.6
5088,27.7
5089,27.7
5090,26.1
5091,22.9
5092,19.6
5093,20.1
5094,21.7
5095,22
5096,24.3
5097,24.3
5098,20.6
5099,20.2
5100,20.7
5101,22.4
5102,25.6
5103,26.1
5104,26.7
5105,24.6
5106,24.3
5107,25.2
5108,25.5
5109,25.6
5110,25
5111,23.8
5112,23.7
5113,23.7
5114,23.8
5115,23.7
5116,23.7
5117,23.9
5118,24.7
5119,24.8
5120,24.3
5121,23.5
5122,25.3
5123,25.7
5124,26.5
5125,26.4
5126,24.8
5127,23.1
5128,21.1
5129,23.5
5130,23.8
5131,22.9
5132,23.9
5133,24
5134,25.2
5135,25.3
5136,26
5137,24.1
5138,23.4
5139,21.6
5140,23.2
5141,22.6
5142,21.3
5143,18.6
5144,18.4
5145,19.7
5146,22.7
5147,25
5148,24.6
5149,26
5150,27.6
5151,27.4
5152,26.5
5153,23
5154,22.1
5155,21.8
5156,21
5157,25.3
5158,26.1
5159,26.6
5160,27.7
5161,29
5162,28.8
5163,28.1
5164,26.5
5165,26.2
5166,27
5167,27.2
5168,27.6
5169,27.9
5170,27.5
5171,28.4
5172,27.9
5173,29
5174,29.1
5175,28.8
5176,29.5
5177,29.3
5178,28.8
5179,29.4
5180,27.1
5181,28.7
5182,29.4
5183,29.4
5184,31
5185,29.5
5186,30.6
5187,29.6
5188,30.2
5189,29.7
5190,30.2
5191,29
5192,30
5193,30.8
5194,30.7
5195,31.2
5196,32.5
5197,31
5198,31.2
5199,31.1
5200,30.3
5201,29.3
5202,28.5
5203,26.3
5204,28.8
5205,29.5
5206,30.3
5207,30.2
5208,29.7
5209,30
5210,29.8
5211,29.4
5212,30.2
5213,29.9
5214,27.6
5215,27.1
5216,28.4
5217,28.4
5218,28.3
5219,27.4
5220,28.9
5221,30.3
5222,30.5
5223,30.5
5224,30.4
5225,31.5
5226,31.1
5227,30.5
5228,30.7
5229,31.3
5230,30.1
5231,30.7
5232,30.8
5233,30.5
5234,30.4
5235,30.1
5236,30.2
5237,29.8
5238,29.5
5239,28.2
5240,25.2
5241,26.4
5242,25.4
5243,27.6
5244,27.7
5245,27.7
5246,28.6
5247,30.1
5248,28.4
5249,29.9
5250,29.8
5251,30
5252,30.9
5253,31.8
5254,31.9
5255,30
5256,31.3
5257,31.5
5258,32
5259,31.9
5260,32.6
5261,33.2
5262,34.1
5263,34.5
5264,34.9
5265,35.2
5266,33.7
5267,32.5
5268,31.4
5269,31.7
5270,32.3
5271,32.2
5272,30.8
5273,29.8
5274,29.6
5275,29.4
5276,26.4
5277,24.6
5278,23.6
5279,24.3
5280,26
5281,27.1
5282,26.6
5283,25.2
5284,24.3
5285,25.2
5286,25.2
5287,25.3
5288,25.6
5289,25.3
5290,24.8
5291,25.1
5292,25.8
5293,25.7
5294,25.2
5295,25.8
5296,26.2
5297,26.4
5298,26.5
5299,26.7
5300,26.5
5301,26.5
5302,26.8
5303,26.2
5304,25.9
5305,26.4
5306,25.7
5307,26.7
5308,27.7
5309,27.7
5310,27.8
5311,27.5
5312,26.7
5313,27.9
5314,28.9
5315,28.7
5316,29.1
5317,30.2
5318,30.3
5319,30.9
5320,30.2
5321,29.5
5322,28.6
5323,28
5324,28.9
5325,29.4
5326,29.1
5327,28.8
5328,28.4
5329,28.6
5330,28.4
5331,26.2
5332,26.3
5333,26.1
5334,27.1
5335,27
5336,27.2
5337,27.4
5338,26.3
5339,24.6
5340,25.5
5341,25.9
5342,27.3
5343,27.4
5344,27
5345,27.3
5346,27.8
5347,27.1
5348,27.2
5349,27.2
5350,27.3
5351,28.6
5352,28.6
5353,27.7
5354,27
5355,25.7
5356,25.8
5357,26.2
5358,26.3
5359,26.5
5360,27.2
5361,27.4
5362,26.5
5363,25.9
5364,25.9
5365,25.4
5366,25.9
5367,25.2
5368,24.4
5369,25
5370,25.2
5371,25.3
5372,25.2
5373,24.6
5374,24
5375,25
5376,24.8
5377,26.6
5378,26.3
5379,25.6
5380,25.3
5381,25.7
5382,25.9
5383,26
5384,24.5
5385,25.1
5386,25.3
5387,25.3
5388,25.7
5389,25.7
5390,25.7
5391,26.5
5392,26.7
5393,26
5394,24.7
5395,24.7
5396,25.6
5397,26
5398,25.8
5399,26.1
5400,26.9
5401,26.5
5402,24.5
5403,24.5
5404,24.4
5405,23.7
5406,24.3
5407,24
5408,22.8
5409,22.6
5410,22.9
5411,23.5
5412,25.1
5413,24.8
5414,22.3
5415,24
5416,24.1
5417,25.3
5418,25.2
5419,24.6
5420,23.7
5421,23.1
5422,20.9
5423,23.6
5424,25.2
5425,26.3
5426,26.7
5427,26.6
5428,24.5
5429,25.2
5430,24.5
5431,21.6
5432,17.9
5433,21
5434,23.1
5435,23.8
5436,25.5
5437,25.9
5438,25.3
5439,26.1
5440,26.8
5441,27.5
5442,25.8
5443,26
5444,24.3
5445,23.7
5446,16.7
5447,19.5
5448,22.5
5449,22.7
5450,23.1
5451,24.1
5452,23.7
5453,23.1
5454,23.3
5455,23.4
5456,23.8
5457,23.3
5458,22.2
5459,23
5460,23.1
5461,22.2
5462,21.4
5463,20.6
5464,22.8
5465,23.8
5466,24.3
5467,22.9
5468,21.9
5469,22.1
5470,23.4
5471,23.8
5472,22.9
5473,23.8
5474,24.3
5475,23.1
5476,23.1
5477,24.2
5478,22.5
5479,22.8
5480,23.3
5481,24.3
5482,23.8
5483,24.6
5484,25.7
5485,26.1
5486,27.1
5487,26.2
5488,22.8
5489,23.6
5490,23.3
5491,22.7
5492,22.1
5493,22.2
5494,22.3
5495,23
5496,20.7
5497,22.6
5498,24.3
5499,22.9
5500,25.6
5501,25.5
5502,24.9
5503,25.9
5504,25.7
5505,24.7
5506,21.4
5507,24.6
5508,23.4
5509,24.2
5510,23.7
5511,24.3
5512,25.8
5513,26.6
5514,27
5515,27.5
5516,28.1
5517,28.1
5518,24.9
5519,25.2
5520,26.5
5521,26.7
5522,25.2
5523,25.2
5524,29.1
5525,30.8
5526,29.5
5527,29.3
5528,28.7
5529,27.1
5530,26.9
5531,26.3
5532,23
5533,26.5
5534,25.4
5535,26.6
5536,28.5
5537,29
5538,30
5539,29.2
5540,29.9
5541,31.2
5542,30.2
5543,29.6
5544,29.2
5545,30.7
5546,30.7
5547,30.5
5548,30.8
5549,31.4
5550,29.7
5551,28.8
5552,29.4
5553,27.9
5554,27.1
5555,26.1
5556,26.6
5557,26.5
5558,26.2
5559,26.2
5560,27.1
5561,27.4
5562,28.8
5563,30.4
5564,29.1
5565,29
5566,30.1
5567,30.8
5568,29.3
5569,29.3
5570,29.6
5571,29.4
5572,28.7
5573,28.9
5574,28.9
5575,28.6
5576,29.1
5577,27.9
5578,27.9
5579,30.2
5580,29.7
5581,28.8
5582,28.3
5583,28.8
5584,29.7
5585,31
5586,31.7
5587,31.3
5588,28.9
5589,30.3
5590,31.7
5591,31.9
5592,31.3
5593,30.7
5594,29.1
5595,29.7
5596,30.6
5597,31.7
5598,31.6
5599,32.8
5600,32.8
5601,32.5
5602,32.3
5603,31
5604,30.5
5605,30.8
5606,31.5
5607,31.3
5608,31.5
5609,31.9
5610,31.4
5611,31.4
5612,33.8
5613,32.3
5614,31.3
5615,31.7
5616,31.7
5617,31.6
5618,32.5
5619,32.9
5620,32.7
5621,32.8
5622,32.2
5623,31.1
5624,31
5625,31.3
5626,31.1
5627,31.1
5628,31.2
5629,31.3
5630,30.3
5631,30.4
5632,29.8
5633,29.3
5634,28.8
5635,26.9
5636,28.5
5637,29.1
5638,29.8
5639,31.5
5640,30.8
5641,29.8
5642,30.3
5643,28.5
5644,30
5645,30.5
5646,31.3
5647,30.5
5648,30.8
5649,30.2
5650,30.7
5651,29.7
5652,29.6
5653,29.7
5654,29.9
5655,28.6
5656,27.9
5657,27.7
5658,27.6
5659,27.3
5660,27.7
5661,27.1
5662,28
5663,28.4
5664,28
5665,27.8
5666,29.4
5667,29.4
5668,28.9
5669,29.6
5670,29.9
5671,29.7
5672,28.4
5673,27.5
5674,27.3
5675,28
5676,27.7
5677,27.5
5678,27.5
5679,27.7
5680,25.6
5681,25.1
5682,26.3
5683,26.7
5684,26.1
5685,25
5686,26
5687,26.3
5688,27.2
5689,26.5
5690,27.4
5691,28.4
5692,28.9
5693,29.6
5694,29.6
5695,29
5696,28.5
5697,27.9
5698,26.7
5699,25.5
5700,28.4
5701,28.1
5702,28.3
5703,28.2
5704,29.2
5705,29.3
5706,29.8
5707,29.5
5708,29.8
5709,30.1
5710,29.8
5711,30
5712,29.3
5713,28.2
5714,27.1
5715,27
5716,26.4
5717,25.1
5718,26.2
5719,27.3
5720,27.9
5721,27
5722,28
5723,28.4
5724,27.6
5725,28
5726,27.4
5727,26.8
5728,26.5
5729,26.6
5730,26.5
5731,26.9
5732,27.2
5733,26.9
5734,26.6
5735,25.8
5736,26.3
5737,27.6
5738,28
5739,28.2
5740,27.6
5741,25.2
5742,26.7
5743,27.7
5744,27.2
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
