iter	Passed	Remaining
1672	15587	77583
1673	15597	77575
1674	15604	77554
1675	15614	77552
1676	15626	77556
1677	15641	77573
1678	15649	77557
1679	15656	77537
1680	15664	77519
1681	15670	77494
1682	15677	77473
1683	15684	77453
1684	15693	77442
1685	15701	77429
1686	15708	77408
1687	15718	77398
1688	15728	77396
1689	15747	77434
1690	15755	77416
1691	15762	77395
1692	15773	77394
1693	15788	77413
1694	15798	77407
1695	15811	77418
1696	15820	77406
1697	15827	77384
1698	15837	77380
1699	15845	77363
1700	15853	77347
1701	15866	77353
1702	15874	77341
1703	15882	77323
1704	15888	77299
1705	15896	77282
1706	15903	77260
1707	15910	77244
1708	15917	77219
1709	15923	77195
1710	15929	77169
1711	15935	77145
1712	15941	77120
1713	15947	77094
1714	15953	77071
1715	15961	77052
1716	15970	77043
1717	15984	77055
1718	15991	77035
1719	16008	77063
1720	16021	77072
1721	16038	77098
1722	16046	77082
1723	16055	77072
1724	16062	77051
1725	16071	77041
1726	16084	77053
1727	16093	77037
1728	16100	77019
1729	16107	77001
1730	16121	77010
1731	16140	77048
1732	16147	77027
1733	16154	77007
1734	16161	76988
1735	16172	76987
1736	16183	76986
1737	16196	76996
1738	16207	76991
1739	16215	76974
1740	16224	76964
1741	16230	76941
1742	16237	76919
1743	16243	76894
1744	16249	76872
1745	16257	76854
1746	16265	76837
1747	16271	76813
1748	16278	76796
1749	16285	76776
1750	16291	76751
1751	16298	76727
1752	16304	76704
1753	16311	76684
1754	16317	76661
1755	16333	76680
1756	16339	76656
1757	16346	76638
1758	16352	76614
1759	16360	76595
1760	16369	76584
1761	16375	76563
1762	16386	76561
1763	16395	76547
1764	16407	76551
1765	16413	76529
1766	16420	76507
1767	16426	76482
1768	16432	76457
1769	16438	76432
1770	16446	76416
1771	16452	76396
1772	16546	76777
1773	16554	76763
1774	16565	76762
1775	16582	76789
1776	16595	76793
1777	16609	76808
1778	16617	76791
1779	16624	76769
1780	16631	76752
1781	16639	76737
1782	16647	76721
1783	16655	76705
1784	16665	76698
1785	16671	76675
1786	16678	76655
1787	16685	76632
1788	16691	76609
1789	16697	76585
1790	16711	76597
1791	16720	76583
1792	16726	76560
1793	16732	76537
1794	16739	76516
1795	16751	76519
1796	16763	76522
1797	16774	76521
1798	16781	76499
1799	16790	76490
1800	16802	76492
1801	16819	76517
1802	16827	76504
1803	16834	76483
1804	16840	76460
1805	16847	76436
1806	16855	76423
1807	16870	76441
1808	16880	76433
1809	16888	76419
1810	16897	76406
1811	16906	76395
1812	16915	76386
1813	16926	76382
1814	16932	76359
1815	16940	76345
1816	16947	76326
1817	16955	76310
1818	16963	76292
1819	16969	76269
1820	16975	76246
1821	16981	76222
1822	16987	76198
1823	16997	76189
1824	17014	76217
1825	17025	76212
1826	17031	76191
1827	17040	76180
1828	17050	76172
1829	17058	76155
1830	17065	76138
1831	17072	76118
1832	17081	76105
1833	17092	76106
1834	17102	76100
1835	17115	76105
1836	17127	76109
1837	17136	76097
1838	17143	76079
1839	17154	76076
1840	17165	76072
1841	17174	76062
1842	17181	76046
1843	17191	76035
1844	17198	76016
1845	17205	75997
1846	17211	75974
1847	17218	75953
1848	17232	75965
1849	17242	75960
1850	17250	75945
1851	17257	75924
1852	17267	75920
1853	17278	75918
1854	17288	75910
1855	17299	75910
1856	17310	75904
1857	17317	75889
1858	17330	75896
1859	17337	75875
1860	17346	75864
1861	17355	75855
1862	17362	75834
1863	17369	75813
1864	17375	75792
1865	17381	75768
1866	17387	75745
1867	17394	75722
1868	17400	75698
1869	17407	75681
1870	17414	75659
1871	17420	75635
1872	17426	75613
1873	17433	75595
1874	17447	75604
1875	17458	75602
1876	17470	75606
1877	17476	75584
1878	17483	75563
1879	17489	75539
1880	17495	75515
1881	17501	75493
1882	17509	75479
1883	17518	75465
1884	17524	75443
1885	17530	75420
1886	17626	75784
1887	17633	75762
1888	17640	75743
1889	17646	75721
1890	17653	75700
1891	17659	75680
1892	17669	75673
1893	17678	75658
1894	17686	75646
1895	17700	75658
1896	17710	75649
1897	17721	75647
1898	17727	75624
1899	17733	75602
1900	17743	75596
1901	17752	75584
1902	17761	75570
1903	17777	75590
1904	17792	75604
1905	17800	75592
1906	17809	75578
1907	17815	75556
1908	17822	75535
1909	17831	75526
1910	17847	75547
1911	17856	75533
1912	17862	75513
1913	17869	75491
1914	17875	75469
1915	17883	75455
1916	17890	75433
1917	17896	75412
1918	17903	75393
1919	17909	75371
1920	17916	75349
1921	17922	75326
1922	17929	75306
1923	17938	75295
1924	17946	75282
1925	17953	75263
1926	17960	75244
1927	17971	75241
1928	17980	75231
1929	17990	75226
1930	17996	75203
1931	18002	75180
1932	18011	75165
1933	18018	75147
1934	18024	75125
1935	18032	75109
1936	18040	75095
1937	18047	75077
1938	18055	75061
1939	18062	75041
1940	18071	75033
1941	18091	75069
1942	18100	75058
1943	18116	75073
1944	18124	75062
1945	18131	75043
1946	18138	75021
1947	18148	75015
1948	18162	75026
1949	18172	75018
1950	18180	75003
1951	18187	74988
1952	18197	74981
1953	18206	74967
1954	18216	74961
1955	18225	74952
1956	18242	74975
1957	18252	74968
1958	18263	74965
1959	18269	74942
1960	18278	74933
1961	18293	74945
1962	18299	74923
1963	18308	74912
1964	18318	74904
1965	18326	74892
1966	18341	74903
1967	18353	74904
1968	18360	74885
1969	18372	74890
1970	18379	74868
1971	18390	74866
1972	18397	74850
1973	18439	74973
1974	18475	75069
1975	18485	75065
1976	18506	75101
1977	18515	75093
1978	18523	75076
1979	18534	75073
1980	18544	75067
1981	18553	75055
1982	18559	75034
1983	18566	75014
1984	18573	74996
1985	18579	74974
1986	18588	74960
1987	18594	74939
1988	18601	74920
1989	18841	75838
1990	18850	75826
1991	18856	75803
1992	18862	75780
1993	18868	75759
1994	18880	75759
1995	18893	75763
1996	18904	75758
1997	18914	75752
1998	18926	75752
1999	18933	75732
2000	18946	75737
2001	18952	75717
2002	18959	75696
2003	18966	75677
2004	18972	75655
2005	18978	75632
2006	18985	75609
2007	18992	75589
2008	18998	75568
2009	19007	75555
2010	19014	75536
2011	19020	75515
2012	19026	75492
2013	19032	75470
2014	19039	75448
2015	19048	75438
2016	19056	75424
2017	19063	75403
2018	19071	75389
2019	19079	75371
2020	19085	75349
2021	19091	75327
2022	19097	75304
2023	19103	75281
2024	19114	75278
2025	19124	75269
2026	19135	75268
2027	19146	75264
2028	19155	75251
2029	19167	75253
2030	19176	75240
2031	19182	75219
2032	19188	75198
2033	19195	75176
2034	19201	75154
2035	19207	75131
2036	19214	75114
2037	19221	75095
2038	19229	75078
2039	19236	75060
2040	19243	75039
2041	19253	75032
2042	19259	75009
2043	19265	74988
2044	19276	74984
2045	19286	74978
2046	19294	74963
2047	19301	74943
2048	19309	74930
2049	19330	74965
2050	19338	74949
2051	19350	74949
2052	19366	74967
2053	19373	74948
2054	19380	74929
2055	19388	74913
2056	19394	74891
2057	19402	74875
2058	19408	74854
2059	19415	74832
2060	19425	74826
2061	19435	74821
2062	19443	74805
2063	19454	74803
2064	19466	74802
2065	19473	74785
2066	19480	74763
2067	19487	74744
2068	19493	74723
2069	19499	74701
2070	19511	74700
2071	19523	74701
2072	19531	74687
2073	19539	74672
2074	19550	74670
2075	19563	74671
2076	19570	74654
2077	19578	74639
2078	19585	74620
2079	19593	74607
2080	19602	74594
2081	19610	74581
2082	19618	74565
2083	19624	74543
2084	19630	74521
2085	19636	74499
2086	19642	74476
2087	19648	74454
2088	19654	74432
2089	19660	74409
2090	19666	74387
2091	19672	74364
2092	19679	74345
2093	19691	74344
2094	19698	74327
2095	19705	74308
2096	19711	74287
2097	19717	74265
2098	19727	74256
2099	19736	74247
2100	19746	74238
2101	19761	74252
2102	19768	74233
2103	19774	74210
2104	19780	74190
2105	19787	74168
2106	19797	74162
2107	19806	74151
2108	19816	74146
2109	19891	74382
2110	19980	74668
2111	19986	74647
2112	19993	74627
2113	19999	74606
2114	20006	74587
2115	20014	74571
2116	20020	74550
2117	20030	74540
2118	20039	74531
2119	20047	74514
2120	20055	74499
2121	20062	74482
2122	20071	74469
2123	20080	74460
2124	20086	74439
2125	20093	74419
2126	20103	74413
2127	20112	74400
2128	20120	74384
2129	20129	74374
2130	20135	74353
2131	20141	74331
2132	20147	74309
2133	20153	74287
2134	20160	74267
2135	20166	74246
2136	20173	74227
2137	20179	74205
2138	20185	74183
2139	20192	74163
2140	20200	74150
2141	20210	74143
2142	20217	74124
2143	20225	74111
2144	20231	74089
2145	20238	74068
2146	20244	74047
2147	20251	74028
2148	20258	74011
2149	20271	74014
2150	20279	73998
2151	20288	73987
2152	20294	73965
2153	20301	73947
2154	20307	73926
2155	20313	73905
2156	20319	73883
2157	20325	73862
2158	20333	73846
2159	20342	73834
2160	20353	73831
2161	20362	73819
2162	20374	73820
2163	20382	73805
2164	20390	73790
2165	20396	73770
2166	20404	73754
2167	20412	73739
2168	20424	73741
2169	20440	73757
2170	20449	73744
2171	20456	73728
2172	20463	73707
2173	20470	73688
2174	20479	73680
2175	20488	73669
2176	20495	73648
2177	20505	73642
2178	20519	73651
2179	20539	73677
2180	20554	73690
2181	20565	73683
2182	20573	73669
2183	20583	73662
2184	20595	73662
2185	20605	73657
2186	20612	73636
2187	20619	73620
2188	20628	73610
2189	20636	73595
2190	20643	73575
2191	20651	73561
2192	20659	73545
2193	20669	73541
2194	20684	73548
2195	20694	73542
2196	20702	73527
2197	20722	73554
2198	20729	73538
2199	20743	73546
2200	20754	73541
2201	20761	73522
2202	20767	73501
2203	20773	73479
2204	20780	73462
2205	20788	73446
2206	20795	73428
2207	20802	73410
2208	20808	73389
2209	20814	73368
2210	20821	73350
2211	20828	73331
2212	20834	73311
2213	20840	73291
2214	20847	73271
2215	20855	73257
2216	20861	73237
2217	20867	73216
2218	20874	73195
2219	20882	73182
2220	20888	73162
2221	20896	73145
2222	20903	73130
2223	20910	73111
2224	20916	73091
2225	20923	73072
2226	20929	73052
2227	20935	73031
2228	20942	73011
2229	20954	73013
2230	20962	72996
2231	20969	72978
2232	20993	73021
2233	21117	73411
2234	21124	73391
2235	21130	73371
2236	21136	73350
2237	21143	73330
2238	21149	73310
2239	21156	73292
2240	21166	73284
2241	21173	73268
2242	21179	73246
2243	21185	73224
2244	21192	73207
2245	21200	73191
2246	21206	73170
2247	21212	73149
2248	21219	73130
2249	21225	73110
2250	21235	73102
2251	21244	73091
2252	21250	73070
2253	21258	73057
2254	21270	73055
2255	21278	73042
2256	21285	73021
2257	21291	73001
2258	21297	72979
2259	21303	72960
2260	21309	72938
2261	21315	72919
2262	21322	72898
2263	21328	72877
2264	21334	72858
2265	21342	72843
2266	21350	72830
2267	21357	72810
2268	21363	72789
2269	21370	72771
2270	21377	72754
2271	21387	72746
2272	21394	72729
2273	21401	72713
2274	21408	72693
2275	21415	72677
2276	21425	72668
2277	21431	72650
2278	21438	72632
2279	21450	72632
2280	21458	72617
2281	21466	72603
2282	21472	72582
2283	21481	72571
2284	21492	72564
2285	21505	72568
2286	21516	72564
2287	21522	72543
2288	21528	72523
2289	21534	72502
2290	21540	72481
2291	21547	72462
2292	21555	72450
2293	21561	72429
2294	21568	72413
2295	21577	72400
2296	21594	72417
2297	21612	72436
2298	21623	72432
2299	21637	72439
2300	21650	72442
2301	21660	72432
2302	21670	72427
2303	21678	72412
2304	21685	72395
2305	21696	72389
2306	21703	72373
2307	21711	72357
2308	21718	72342
2309	21728	72335
2310	21737	72323
2311	21747	72316
2312	21760	72320
2313	21774	72324
2314	21780	72304
2315	21792	72302
2316	21799	72285
2317	21812	72288
2318	21820	72272
2319	21827	72257
2320	21834	72238
2321	21841	72221
2322	21851	72215
2323	21863	72213
2324	21875	72213
2325	21883	72197
2326	21890	72182
2327	21897	72165
2328	21909	72162
2329	21919	72155
2330	21934	72164
2331	21940	72144
2332	21947	72125
2333	21953	72105
2334	21959	72084
2335	21965	72063
2336	21971	72043
2337	21977	72022
2338	21982	72001
2339	21995	72002
2340	22004	71992
2341	22011	71974
2342	22017	71954
2343	22026	71942
2344	22039	71944
2345	22046	71928
2346	22054	71915
2347	22060	71895
2348	22067	71875
2349	22073	71857
2350	22083	71849
2351	22135	71977
2352	22247	72302
2353	22253	72282
2354	22262	72269
2355	22273	72265
2356	22287	72271
2357	22299	72271
2358	22306	72251
2359	22312	72231
2360	22319	72215
2361	22326	72198
2362	22334	72183
2363	22342	72169
2364	22349	72152
2365	22355	72132
2366	22362	72112
2367	22368	72093
2368	22375	72077
2369	22382	72059
2370	22389	72041
2371	22396	72025
2372	22404	72008
2373	22410	71988
2374	22416	71968
2375	22422	71949
2376	22429	71929
2377	22438	71919
2378	22447	71908
2379	22454	71892
2380	22465	71886
2381	22471	71866
2382	22478	71849
2383	22486	71835
2384	22493	71820
2385	22500	71802
2386	22507	71783
2387	22513	71765
2388	22521	71749
2389	22528	71733
2390	22536	71719
2391	22547	71713
2392	22554	71697
2393	22560	71677
2394	22567	71658
2395	22573	71639
2396	22580	71621
2397	22593	71623
2398	22603	71616
2399	22612	71605
2400	22619	71589
2401	22631	71586
2402	22638	71569
2403	22645	71553
2404	22651	71533
2405	22657	71512
2406	22663	71493
2407	22670	71475
2408	22676	71456
2409	22685	71445
2410	22707	71475
2411	22727	71497
2412	22737	71491
2413	22749	71488
2414	22759	71483
2415	22772	71483
2416	22781	71475
2417	22788	71456
2418	22798	71449
2419	22810	71447
2420	22821	71443
2421	22827	71424
2422	22834	71405
2423	22842	71391
2424	22849	71376
2425	22861	71374
2426	22877	71384
2427	22886	71373
2428	22897	71369
2429	22908	71365
2430	22915	71347
2431	22925	71340
2432	22933	71327
2433	22941	71311
2434	22947	71293
2435	22957	71284
2436	22964	71268
2437	22972	71252
2438	22989	71267
2439	23005	71280
2440	23015	71271
2441	23022	71255
2442	23037	71261
2443	23044	71244
2444	23055	71240
2445	23067	71238
2446	23086	71259
2447	23099	71261
2448	23107	71247
2449	23116	71237
2450	23128	71235
2451	23136	71220
2452	23151	71230
2453	23166	71236
2454	23179	71237
2455	23187	71225
2456	23194	71206
2457	23204	71199
2458	23219	71208
2459	23240	71232
2460	23376	71611
2461	23388	71609
2462	23397	71597
2463	23414	71612
2464	23435	71638
2465	23454	71657
2466	23469	71665
2467	23490	71688
2468	23500	71683
2469	23507	71664
2470	23517	71656
2471	23532	71663
2472	23547	71669
2473	23559	71668
2474	23571	71667
2475	23587	71678
2476	23598	71670
2477	23606	71658
2478	23620	71662
2479	23634	71666
2480	23647	71667
2481	23656	71656
2482	23671	71664
2483	23686	71671
2484	23707	71695
2485	23716	71684
2486	23729	71684
2487	23739	71675
2488	23752	71676
2489	23759	71660
2490	23774	71666
2491	23784	71658
2492	23797	71659
2493	23805	71645
2494	23812	71629
2495	23820	71613
2496	23827	71597
2497	23841	71601
2498	23848	71583
2499	23857	71572
2500	23863	71553
2501	23870	71535
2502	23877	71518
2503	23883	71499
2504	23890	71481
2505	23901	71474
2506	23908	71458
2507	23917	71446
2508	23936	71465
2509	23944	71452
2510	23957	71452
2511	23967	71444
2512	23975	71429
2513	23982	71412
2514	23990	71398
2515	24002	71396
2516	24009	71380
2517	24023	71382
2518	24031	71370
2519	24042	71364
2520	24054	71363
2521	24065	71355
2522	24072	71338
2523	24081	71329
2524	24089	71315
2525	24098	71303
2526	24105	71287
2527	24113	71271
2528	24123	71263
2529	24137	71266
2530	24148	71260
2531	24156	71247
2532	24167	71242
2533	24175	71229
2534	24183	71215
2535	24193	71208
2536	24201	71194
2537	24209	71179
2538	24220	71173
2539	24228	71157
2540	24238	71150
2541	24248	71142
2542	24261	71143
2543	24269	71130
2544	24276	71112
2545	24286	71103
2546	24293	71088
2547	24306	71087
2548	24317	71083
2549	24340	71112
2550	24355	71118
2551	24365	71109
2552	24398	71170
2553	24532	71524
2554	24541	71511
2555	24547	71492
2556	24558	71485
2557	24570	71481
2558	24582	71479
2559	24600	71493
2560	24610	71486
2561	24618	71471
2562	24624	71452
2563	24631	71435
2564	24637	71416
2565	24660	71443
2566	24679	71461
2567	24689	71452
2568	24699	71443
2569	24714	71450
2570	24721	71433
2571	24733	71431
2572	24740	71414
2573	24747	71395
2574	24754	71378
2575	24762	71365
2576	24769	71346
2577	24775	71328
2578	24782	71310
2579	24791	71298
2580	24798	71283
2581	24811	71281
2582	24821	71274
2583	24831	71264
2584	24842	71260
2585	24851	71249
2586	24863	71245
2587	24869	71227
2588	24881	71221
2589	24890	71210
2590	24913	71239
2591	24937	71272
2592	24973	71337
2593	24985	71334
2594	24993	71321
2595	25008	71325
2596	25020	71322
2597	25034	71326
2598	25047	71325
2599	25067	71345
2600	25078	71339
2601	25095	71351
2602	25111	71359
2603	25121	71351
2604	25131	71341
2605	25146	71347
2606	25165	71364
2607	25174	71352
2608	25181	71336
2609	25193	71332
2610	25205	71328
2611	25226	71351
2612	25244	71365
2613	25256	71364
2614	25268	71361
2615	25276	71344
2616	25286	71338
2617	25293	71321
2618	25304	71314
2619	25316	71310
2620	25322	71291
2621	25332	71281
2622	25343	71277
2623	25356	71277
2624	25371	71283
2625	25384	71281
2626	25391	71264
2627	25406	71270
2628	25421	71275
2629	25434	71275
2630	25441	71258
2631	25453	71252
2632	25465	71252
2633	25475	71243
2634	25488	71240
2635	25509	71264
2636	25551	71345
2637	25706	71740
2638	25719	71741
2639	25727	71725
2640	25734	71707
2641	25741	71689
2642	25754	71688
2643	25769	71695
2644	25779	71685
2645	25785	71665
2646	25794	71652
2647	25811	71664
2648	25819	71650
2649	25830	71643
2650	25846	71649
2651	25856	71640
2652	25862	71622
2653	25869	71602
2654	25878	71591
2655	25888	71582
2656	25902	71584
2657	25911	71572
2658	25926	71576
2659	25939	71577
2660	25948	71565
2661	25955	71549
2662	25965	71538
2663	25976	71534
2664	25992	71540
2665	26001	71527
2666	26009	71514
2667	26019	71505
2668	26026	71488
2669	26035	71474
2670	26049	71477
2671	26058	71465
2672	26067	71453
2673	26074	71436
2674	26081	71419
2675	26087	71400
2676	26094	71381
2677	26100	71361
2678	26106	71343
2679	26113	71323
2680	26119	71304
2681	26125	71285
2682	26132	71267
2683	26139	71251
2684	26147	71235
2685	26153	71217
2686	26160	71199
2687	26167	71182
2688	26174	71164
2689	26182	71150
2690	26191	71137
2691	26198	71122
2692	26205	71104
2693	26217	71101
2694	26225	71085
2695	26237	71081
2696	26249	71077
2697	26260	71071
2698	26267	71054
2699	26274	71038
2700	26291	71047
2701	26299	71032
2702	26315	71041
2703	26325	71031
2704	26332	71015
2705	26341	71003
2706	26349	70990
2707	26358	70975
2708	26364	70957
2709	26371	70940
2710	26379	70926
2711	26392	70924
2712	26401	70912
2713	26408	70896
2714	26415	70879
2715	26434	70893
2716	26443	70882
2717	26451	70867
2718	26465	70870
2719	26472	70853
2720	26484	70850
2721	26491	70831
2722	26500	70820
2723	26515	70824
2724	26522	70807
2725	26530	70794
2726	26540	70783
2727	26549	70772
2728	26556	70754
2729	26567	70749
2730	26586	70763
2731	26598	70759
2732	26619	70780
2733	26633	70781
2734	26652	70796
2735	26660	70781
2736	26665	70761
2737	26671	70741
2738	26680	70729
2739	26687	70713
2740	26696	70699
2741	26703	70683
2742	26735	70732
2743	26858	71023
2744	26865	71003
2745	26871	70985
2746	26877	70966
2747	26884	70947
2748	26892	70933
2749	26908	70939
2750	26917	70929
2751	26925	70914
2752	26933	70900
2753	26940	70881
2754	26949	70871
2755	26959	70861
2756	26965	70842
2757	26973	70826
2758	26982	70816
2759	26989	70798
2760	26996	70782
2761	27003	70763
2762	27010	70747
2763	27021	70740
2764	27032	70734
2765	27044	70730
2766	27055	70724
2767	27062	70707
2768	27070	70693
2769	27086	70698
2770	27101	70702
2771	27112	70694
2772	27122	70686
2773	27135	70685
2774	27141	70666
2775	27148	70648
2776	27161	70646
2777	27169	70633
2778	27176	70617
2779	27185	70604
2780	27201	70609
2781	27209	70596
2782	27220	70590
2783	27229	70578
2784	27241	70573
2785	27249	70559
2786	27260	70552
2787	27267	70536
2788	27274	70519
2789	27284	70508
2790	27302	70521
2791	27311	70510
2792	27319	70494
2793	27326	70476
2794	27332	70458
2795	27340	70442
2796	27346	70424
2797	27353	70407
2798	27360	70390
2799	27368	70374
2800	27374	70355
2801	27384	70348
2802	27393	70336
2803	27401	70320
2804	27407	70300
2805	27414	70285
2806	27428	70287
2807	27442	70287
2808	27450	70272
2809	27458	70259
2810	27465	70241
2811	27471	70223
2812	27479	70208
2813	27485	70189
2814	27492	70171
2815	27500	70156
2816	27507	70141
2817	27515	70125
2818	27522	70110
2819	27528	70091
2820	27536	70074
2821	27543	70058
2822	27550	70042
2823	27556	70023
2824	27563	70006
2825	27570	69989
2826	27579	69977
2827	27593	69978
2828	27606	69977
2829	27615	69966
2830	27632	69974
2831	27645	69972
2832	27657	69968
2833	27664	69952
2834	27673	69940
2835	27679	69921
2836	27685	69902
2837	27692	69884
2838	27698	69866
2839	27705	69848
2840	27711	69829
2841	27718	69812
2842	27735	69820
2843	27742	69806
2844	27749	69788
2845	27757	69772
2846	27763	69754
2847	27769	69735
2848	27775	69717
2849	27781	69698
2850	27790	69685
2851	27799	69673
2852	27807	69658
2853	27816	69647
2854	27823	69630
2855	27831	69618
2856	27902	69760
2857	28155	70359
2858	28166	70351
2859	28173	70335
2860	28182	70323
2861	28191	70311
2862	28202	70303
2863	28212	70296
2864	28224	70290
2865	28230	70271
2866	28238	70257
2867	28245	70240
2868	28253	70224
2869	28265	70220
2870	28272	70202
2871	28278	70183
2872	28285	70166
2873	28296	70159
2874	28302	70142
2875	28310	70125
2876	28315	70105
2877	28322	70087
2878	28329	70071
2879	28335	70052
2880	28342	70033
2881	28348	70014
2882	28355	69998
2883	28361	69979
2884	28369	69963
2885	28376	69948
2886	28384	69933
2887	28392	69919
2888	28399	69902
2889	28408	69890
2890	28414	69872
2891	28420	69853
2892	28426	69833
2893	28433	69816
2894	28439	69796
2895	28445	69778
2896	28452	69761
2897	28460	69746
2898	28467	69730
2899	28474	69714
2900	28481	69695
2901	28488	69679
2902	28495	69663
2903	28501	69644
2904	28507	69625
2905	28513	69606
2906	28520	69588
2907	28531	69582
2908	28546	69584
2909	28554	69571
2910	28562	69557
2911	28580	69565
2912	28589	69555
2913	28597	69541
2914	28605	69526
2915	28616	69520
2916	28625	69507
2917	28633	69494
2918	28640	69476
2919	28657	69485
2920	28665	69470
2921	28677	69465
2922	28684	69450
2923	28695	69443
2924	28708	69440
2925	28715	69423
2926	28723	69409
2927	28734	69402
2928	28742	69388
2929	28750	69373
2930	28758	69359
2931	28770	69354
2932	28777	69339
2933	28786	69326
2934	28793	69310
2935	28802	69297
2936	28816	69299
2937	28826	69289
2938	28832	69270
2939	28840	69256
2940	28847	69239
2941	28858	69232
2942	28864	69214
2943	28872	69199
2944	28883	69191
2945	28893	69182
2946	28908	69187
2947	28915	69170
2948	28924	69158
2949	28931	69140
2950	28940	69129
2951	28947	69112
2952	28957	69102
2953	28965	69089
2954	28974	69077
2955	28984	69068
2956	28992	69054
2957	29013	69070
2958	29028	69073
2959	29040	69068
2960	29055	69072
2961	29065	69063
2962	29086	69079
2963	29098	69075
2964	29110	69070
2965	29121	69063
2966	29131	69052
2967	29159	69085
2968	29297	69380
2969	29351	69475
2970	29365	69473
2971	29374	69463
2972	29390	69467
2973	29400	69458
2974	29409	69445
2975	29417	69432
2976	29424	69415
2977	29431	69398
2978	29437	69380
2979	29444	69363
2980	29451	69346
2981	29461	69337
2982	29470	69324
2983	29480	69314
2984	29493	69311
2985	29503	69301
2986	29509	69283
2987	29517	69269
2988	29524	69253
2989	29531	69236
2990	29539	69220
2991	29546	69206
2992	29554	69191
2993	29561	69175
2994	29568	69157
2995	29580	69152
2996	29586	69134
2997	29605	69146
2998	29616	69137
2999	29624	69124
3000	29631	69108
3001	29638	69091
3002	29649	69082
3003	29656	69067
3004	29664	69053
3005	29671	69035
3006	29678	69019
3007	29686	69004
3008	29693	68989
3009	29699	68970
3010	29706	68953
3011	29712	68934
3012	29719	68918
3013	29727	68902
3014	29733	68885
3015	29740	68868
3016	29747	68851
3017	29756	68840
3018	29766	68831
3019	29777	68824
3020	29784	68807
3021	29793	68794
3022	29801	68781
3023	29812	68772
3024	29823	68766
3025	29831	68753
3026	29841	68743
3027	29853	68738
3028	29862	68727
3029	29870	68710
3030	29877	68695
3031	29889	68691
3032	29899	68680
3033	29907	68668
3034	29914	68650
3035	29925	68643
3036	29940	68644
3037	29957	68651
3038	29969	68646
3039	29978	68634
3040	29986	68620
3041	29992	68602
3042	30000	68587
3043	30009	68575
3044	30022	68572
3045	30033	68565
3046	30044	68558
3047	30051	68543
3048	30059	68528
3049	30068	68516
3050	30078	68507
3051	30090	68503
3052	30101	68495
3053	30108	68477
3054	30117	68466
3055	30123	68448
3056	30134	68440
3057	30141	68424
3058	30148	68409
3059	30156	68393
3060	30163	68378
3061	30169	68360
3062	30176	68342
3063	30184	68328
3064	30193	68316
3065	30200	68301
3066	30207	68284
3067	30214	68268
3068	30220	68250
3069	30227	68232
3070	30233	68214
3071	30239	68197
3072	30246	68180
3073	30254	68165
3074	30263	68155
3075	30271	68141
3076	30279	68125
3077	30285	68108
3078	30292	68090
3079	30299	68074
3080	30306	68060
3081	30315	68046
3082	30321	68030
3083	30328	68013
3084	30370	68074
3085	30514	68366
3086	30521	68349
3087	30528	68333
3088	30535	68315
3089	30545	68308
3090	30555	68297
3091	30577	68314
3092	30588	68307
3093	30599	68298
3094	30612	68296
3095	30620	68282
3096	30631	68275
3097	30642	68267
3098	30652	68258
3099	30662	68247
3100	30671	68237
3101	30678	68220
3102	30685	68204
3103	30693	68189
3104	30700	68173
3105	30708	68159
3106	30715	68142
3107	30723	68130
3108	30731	68115
3109	30737	68097
3110	30744	68079
3111	30750	68061
3112	30762	68057
3113	30774	68050
3114	30782	68038
3115	30790	68024
3116	30799	68011
3117	30812	68008
3118	30820	67994
3119	30828	67981
3120	30838	67970
3121	30845	67954
3122	30852	67938
3123	30859	67921
3124	30867	67908
3125	30874	67891
3126	30881	67876
3127	30889	67861
3128	30895	67843
3129	30902	67828
3130	30910	67813
3131	30918	67799
3132	30924	67782
3133	30932	67767
3134	30939	67752
3135	30948	67739
3136	30959	67731
3137	30976	67737
3138	30988	67731
3139	31005	67737
3140	31015	67729
3141	31023	67714
3142	31030	67699
3143	31045	67698
3144	31053	67686
3145	31060	67669
3146	31069	67658
3147	31077	67642
3148	31087	67634
3149	31095	67619
3150	31106	67613
3151	31114	67598
3152	31120	67581
3153	31127	67564
3154	31135	67549
3155	31143	67537
3156	31153	67527
3157	31162	67515
3158	31176	67515
3159	31185	67501
3160	31193	67489
3161	31202	67477
3162	31209	67461
3163	31218	67449
3164	31224	67431
3165	31232	67417
3166	31239	67401
3167	31248	67389
3168	31256	67374
3169	31264	67361
3170	31272	67348
3171	31281	67336
3172	31288	67319
3173	31297	67308
3174	31305	67294
3175	31313	67280
3176	31319	67263
3177	31326	67247
3178	31333	67229
3179	31343	67221
3180	31350	67204
3181	31360	67196
3182	31368	67180
3183	31375	67165
3184	31382	67148
3185	31389	67134
3186	31396	67117
3187	31403	67102
3188	31411	67087
3189	31418	67072
3190	31426	67058
3191	31433	67042
3192	31440	67026
3193	31446	67008
3194	31453	66993
3195	31463	66982
3196	31471	66969
3197	31483	66963
3198	31663	67315
3199	31670	67298
3200	31676	67281
3201	31683	67265
3202	31690	67250
3203	31702	67244
3204	31714	67238
3205	31732	67246
3206	31742	67236
3207	31750	67223
3208	31757	67207
3209	31764	67191
3210	31771	67175
3211	31778	67157
3212	31787	67146
3213	31793	67128
3214	31801	67115
3215	31814	67110
3216	31822	67096
3217	31829	67080
3218	31837	67066
3219	31843	67049
3220	31850	67032
3221	31856	67016
3222	31863	66998
3223	31871	66984
3224	31879	66971
3225	31888	66960
