iter	MAPE
0	0.1055492538
1	0.1049359414
2	0.104325485
3	0.103357416
4	0.1026775652
5	0.1020797906
6	0.1017622792
7	0.1011049322
8	0.1005713709
9	0.1001538811
10	0.09978396367
11	0.09946409603
12	0.09919801491
13	0.09860541708
14	0.09830684211
15	0.09775291049
16	0.09719609887
17	0.09687373807
18	0.09622557685
19	0.09566460073
20	0.09518867183
21	0.09423225084
22	0.09373748825
23	0.09316579858
24	0.09288116946
25	0.09219030496
26	0.09185836521
27	0.09160662663
28	0.0914483478
29	0.09094140483
30	0.09057247675
31	0.09017625766
32	0.08979427765
33	0.08959008844
34	0.0893704741
35	0.08883403115
36	0.08869658667
37	0.08842970134
38	0.08823459797
39	0.08820165495
40	0.0878252327
41	0.08775516601
42	0.08755703748
43	0.08714250538
44	0.08685927771
45	0.08676214142
46	0.08663215434
47	0.08649295806
48	0.08629297123
49	0.08544102527
50	0.08516064196
51	0.08510362799
52	0.08480520682
53	0.08451853115
54	0.08433955344
55	0.08405347385
56	0.08389310366
57	0.0836086769
58	0.08299799135
59	0.08270065664
60	0.0825836
61	0.08251318233
62	0.08247354157
63	0.0822173649
64	0.08190547193
65	0.08154207291
66	0.08146274568
67	0.08123233175
68	0.08114130503
69	0.08106605017
70	0.08100339727
71	0.08092700949
72	0.08067287887
73	0.08053403708
74	0.08027015014
75	0.08020559071
76	0.08000768264
77	0.07998306763
78	0.07981166803
79	0.07955126184
80	0.07939232298
81	0.07907854595
82	0.07888530226
83	0.07877978509
84	0.07862251812
85	0.07849204941
86	0.07842320143
87	0.07818168283
88	0.07815396952
89	0.07798758604
90	0.07790698014
91	0.0776097011
92	0.07753110497
93	0.07738395743
94	0.0771830091
95	0.07675346928
96	0.07663685507
97	0.07656280869
98	0.07634746334
99	0.07626047194
100	0.076228164
101	0.07613105243
102	0.07609549337
103	0.07598375663
104	0.07592077095
105	0.07582361493
106	0.07578333281
107	0.07571968508
108	0.07570593393
109	0.0752988824
110	0.07513072836
111	0.07499095194
112	0.07490225534
113	0.07487994526
114	0.07486490583
115	0.07476403165
116	0.07471707747
117	0.07468012223
118	0.07465498338
119	0.0744455849
120	0.07432996877
121	0.07425460577
122	0.07405545703
123	0.07403243619
124	0.07391206062
125	0.07382300297
126	0.0737455369
127	0.0736482585
128	0.0735368595
129	0.07344191991
130	0.07327367687
131	0.07312055021
132	0.07309927698
133	0.07306019307
134	0.07286373696
135	0.07277901527
136	0.07268091999
137	0.07261865035
138	0.07256105768
139	0.07220752789
140	0.0721748133
141	0.07212550572
142	0.07210056127
143	0.07184876602
144	0.07184461574
145	0.07165687643
146	0.07163447427
147	0.07162337764
148	0.07157658928
149	0.07152741801
150	0.07147535986
151	0.07144598282
152	0.07141289619
153	0.07126155726
154	0.07124477993
155	0.07121913433
156	0.07112516052
157	0.07105293436
158	0.07101988552
159	0.07082805865
160	0.0708219688
161	0.07078925168
162	0.07067596045
163	0.07062350107
164	0.07057222399
165	0.07050860732
166	0.07049140625
167	0.07039308297
168	0.07011663975
169	0.07007364746
170	0.07003104771
171	0.0699614132
172	0.06987881941
173	0.06980511181
174	0.06977531373
175	0.06976394032
176	0.06965701913
177	0.06964171405
178	0.0695900123
179	0.06957926539
180	0.06956692382
181	0.06948660134
182	0.06946308881
183	0.0694313005
184	0.06940295339
185	0.06939195849
186	0.0693203677
187	0.06924607962
188	0.06922241302
189	0.06912187388
190	0.06911419459
191	0.06905399979
192	0.06899362854
193	0.06898184593
194	0.06891872195
195	0.06885241649
196	0.06884848092
197	0.06883778387
198	0.06871629271
199	0.06869190074
200	0.06868035695
201	0.06860838356
202	0.06847105505
203	0.06844984134
204	0.06836245517
205	0.06834926474
206	0.06831802365
207	0.06830207403
208	0.06828842691
209	0.06825826098
210	0.06823561787
211	0.06810008032
212	0.06804548478
213	0.06803795757
214	0.06801555618
215	0.06794390568
216	0.06792998165
217	0.06792530412
218	0.06787738675
219	0.06778927913
