iter	RMSE
648	0.0780454194
649	0.07798318022
650	0.07792287639
651	0.07784530164
652	0.07774447983
653	0.07768114748
654	0.077617205
655	0.07755036362
656	0.07749157735
657	0.0773612333
658	0.07732152776
659	0.07724297355
660	0.07720373322
661	0.07715418435
662	0.07711414165
663	0.07700185977
664	0.07693129387
665	0.07682970737
666	0.07675939391
667	0.07669784581
668	0.07659007465
669	0.07651841786
670	0.07643211715
671	0.07636693634
672	0.07630600122
673	0.07624265687
674	0.07617375783
675	0.07607874684
676	0.07605243435
677	0.07597241816
678	0.07587217641
679	0.07576499387
680	0.07572080337
681	0.07560704485
682	0.07557233471
683	0.07545994053
684	0.07540527248
685	0.07526198056
686	0.07523446211
687	0.07518144149
688	0.07509029388
689	0.07500989738
690	0.07498401243
691	0.07492032161
692	0.07484624374
693	0.07477687466
694	0.07469891507
695	0.07462331312
696	0.0745533358
697	0.07450253028
698	0.07443061887
699	0.07436542424
700	0.07430065986
701	0.07424160043
702	0.07414195177
703	0.07405708029
704	0.07401474816
705	0.07393662564
706	0.07387151066
707	0.07382779573
708	0.07375755886
709	0.0736746039
710	0.07357346698
711	0.07352861204
712	0.07350626817
713	0.073443237
714	0.07337607252
715	0.07332601794
716	0.07324697249
717	0.07318453331
718	0.07311286896
719	0.07306739922
720	0.0730246404
721	0.07296052972
722	0.07292892932
723	0.07284137768
724	0.0727462092
725	0.07267879371
726	0.0726381713
727	0.07257460815
728	0.07253219871
729	0.07247820213
730	0.07243433625
731	0.07233730778
732	0.07230832719
733	0.07221610713
734	0.07217442436
735	0.07211705446
736	0.07204962917
737	0.07200870892
738	0.07198045947
739	0.07193009923
740	0.07187525348
741	0.0718161132
742	0.07178828534
743	0.07172308398
744	0.07164307663
745	0.07160952333
746	0.07153907721
747	0.07150499073
748	0.0714431602
749	0.07136130098
750	0.07129647713
751	0.07121224686
752	0.07117298508
753	0.07111906215
754	0.07107469209
755	0.07101909861
756	0.07095559532
757	0.07091748716
758	0.07085840016
759	0.07079588624
760	0.07074110911
761	0.07065320659
762	0.07062919155
763	0.07053657947
764	0.07047968138
765	0.07045265291
766	0.07036983677
767	0.07031177285
768	0.07026064812
769	0.07020494326
770	0.07015780093
771	0.07012387306
772	0.07006096001
773	0.07000393171
774	0.06993106172
775	0.06986871165
776	0.06976252733
777	0.06970978482
778	0.06966023115
779	0.06957433703
780	0.06948483479
781	0.06936328812
782	0.06930287504
783	0.06926518108
784	0.06918673813
785	0.06911405225
786	0.06903924309
787	0.06894298324
788	0.06890870697
789	0.06885797445
790	0.06877497721
791	0.06870398831
792	0.06863243024
793	0.06857989977
794	0.06851768385
795	0.0684362563
796	0.06838775824
797	0.0683373653
798	0.06828666862
799	0.06824303909
800	0.06819885536
801	0.06813594743
802	0.06808475893
803	0.06803473093
804	0.06796846234
805	0.06791560471
806	0.06786903889
807	0.06783533033
808	0.06777532284
809	0.0677203629
810	0.06766426351
811	0.06758768192
812	0.06755013858
813	0.06748143006
814	0.06743847441
815	0.0673795967
816	0.06732809237
817	0.06728737894
818	0.06725308545
819	0.06717457303
820	0.06711247335
821	0.06708012673
822	0.06705650743
823	0.06699330484
824	0.0669634329
825	0.0669082548
826	0.06686319671
827	0.06680317961
828	0.06673966258
829	0.06670592832
830	0.06667508547
831	0.06659658335
832	0.0665515113
833	0.06651601861
834	0.0664309934
835	0.06634100289
836	0.06622126149
837	0.06613037546
838	0.06609286695
839	0.06600994214
840	0.06596654451
841	0.0659007605
842	0.06584049394
843	0.06579887124
844	0.06577046683
845	0.06569309139
846	0.06564824371
847	0.06558407755
848	0.06555253567
849	0.06550803614
850	0.06546327451
851	0.0654093788
852	0.06538225625
853	0.06532876096
854	0.06528309246
855	0.06520564706
856	0.06516838926
857	0.06511649258
858	0.06501293879
859	0.06498125105
860	0.06492107838
861	0.06487469212
862	0.06481871816
863	0.0647954243
864	0.06474357985
865	0.06468746639
866	0.06464858773
867	0.06461116795
868	0.06455683995
869	0.0645118384
870	0.06446041877
871	0.06440145518
872	0.06434799021
873	0.06427755022
874	0.06423000216
875	0.06416271522
876	0.06411327986
877	0.06402828693
878	0.06398614938
879	0.06393399769
880	0.06386787418
881	0.06377237586
882	0.06372735393
883	0.0636965293
884	0.0636464983
885	0.06359629156
886	0.06354533458
887	0.06352271824
888	0.06346888009
889	0.06340673696
890	0.06335706023
891	0.06331245403
892	0.0632479908
893	0.06318869352
894	0.06312232594
895	0.06305067904
896	0.06299602005
897	0.06297130914
898	0.06293034063
899	0.06288894208
900	0.06283104476
901	0.06277984744
902	0.06272837484
903	0.06266699824
904	0.0625887427
905	0.06253259848
906	0.06247935974
907	0.06243961121
908	0.06238966436
909	0.06233706293
910	0.06227719447
911	0.06225200672
912	0.06220135079
913	0.06216452869
914	0.06210742525
915	0.06207082475
916	0.06202916352
917	0.06198273072
918	0.06194498705
919	0.06189751476
920	0.06186728243
921	0.06182687584
922	0.06178931507
923	0.06171793753
924	0.06165964008
925	0.06159765139
926	0.06153519836
927	0.06149922345
928	0.06142881644
929	0.06136963323
930	0.06131975837
931	0.06127468722
932	0.06122716575
933	0.06117550059
934	0.06114384212
935	0.06111312575
936	0.06105718935
937	0.06102535842
938	0.0609849134
939	0.06091702397
940	0.0608528022
941	0.06079104316
942	0.06074143815
943	0.06070011163
944	0.06066500112
945	0.06059905377
946	0.06055860349
947	0.06050080945
948	0.06045819907
949	0.06039376838
950	0.06034982888
951	0.06030007664
952	0.0602430088
953	0.06018815279
954	0.06015714185
955	0.06006019944
956	0.05998201183
957	0.05996581946
958	0.05991913702
959	0.05988634109
960	0.05984455531
961	0.05981498768
962	0.05972235298
963	0.05968215346
964	0.05963924947
965	0.05956920562
966	0.05955050566
967	0.05949154344
968	0.0594387536
969	0.05940795626
970	0.05937068567
971	0.05931188936
972	0.05927285484
973	0.05917598424
974	0.059122157
975	0.05906236954
976	0.05900801568
977	0.05893302173
978	0.05888322355
979	0.05884931403
980	0.05877737697
981	0.05874310459
982	0.05866850329
983	0.05861698445
984	0.05858222532
985	0.05850992348
986	0.05846293691
987	0.05843388102
988	0.05838217416
989	0.05835750934
990	0.05831197022
991	0.0582688631
992	0.05822065536
993	0.05820316819
994	0.05816208541
995	0.0581141899
996	0.05807302927
997	0.05801916999
998	0.05799370458
999	0.05795317123
